0,4,true,39.95053934832555,The
1,9,true,16.91358120533963,TDW
2,5,true,22.15271891090531,Test
0,0,false,41.33606448637874,Data
1,5,true,41.39006188846539,Set
2,7,false,14.998223744245005,Used
0,2,true,19.398344450148464,To
1,5,true,46.927050000959326,Test
2,3,true,8.77171395741883,The
0,5,false,2.2957055987034902,Analysis
1,1,false,32.92404678679056,Functions
2,1,true,9.589949434284112,For
0,3,false,5.1726951608379865,TDW
1,1,true,24.506909362217737,Which
2,0,true,32.91569954365889,Include
0,2,false,39.845454645318426,LAG
1,0,false,3.1145951928143676,LEAD
2,2,false,20.494577702885913,RANK
0,4,true,19.754128235118877,SUM
1,8,true,5.621675730832165,etc
