0,NULL,true,39.95053934832555,The
1,9,,16.91358120533963,TDW
2,5,true,22.15271891090531,Test
0,0,false,41.33606448637874,Data
1,5,true,,Set
2,,false,,Used
0,2,,19.398344450148464,\N
1,5,true,46.927050000959326,Test
2,3,true,8.77171395741883,The
0,,false,,Analysis
1,1,false,32.92404678679056,Functions
2,1,true,9.589949434284112,\N
0,,,5.1726951608379865,TDW
1,1,true,24.506909362217737,Which
2,0,true,32.91569954365889,Include
0,2,false,39.845454645318426,LAG
1,0,false,3.1145951928143676,LEAD
2,,false,,RANK
0,4,true,19.754128235118877,\N
1,8,,5.621675730832165,etc
